dataset	contrast_id	biological_context	evidence_tier	group_a	group_b	feature_type	axis	feature_id	display_label	proposed_figure_family	effect_value	effect_metric	p_value	q_value	fdr_0_10	direction	n_group_a	n_group_b	fdr_bool	interpretation_boundary
GSE186800	GSE186800_INTERACTION_RECURRENCE	bladder_exposure_recurrence_model	independent_mouse_bulk	difference_in_differences_block2_minus_block1	reference	submodule	nucleotide_nad_nitrogen	PURINE_DEGRADATION_URATE	Purine degradation and urate	Figure_9	-0.0822045189829264	standardized_module_score_beta	0.8666803253919979	0.976160740531215	False	negative			False	Treatment-by-block interaction; recurrence/adaptation hypothesis only, not a simple pathogen main effect.
GSE186800	GSE186800_INTERACTION_RECURRENCE	bladder_exposure_recurrence_model	independent_mouse_bulk	difference_in_differences_block2_minus_block1	reference	submodule	nucleotide_nad_nitrogen	PYRIMIDINE_SYNTHESIS	Pyrimidine synthesis	Figure_9	-0.1632284923117862	standardized_module_score_beta	0.7055560056622019	0.976160740531215	False	negative			False	Treatment-by-block interaction; recurrence/adaptation hypothesis only, not a simple pathogen main effect.
GSE186800	GSE186800_INTERACTION_RECURRENCE	bladder_exposure_recurrence_model	independent_mouse_bulk	difference_in_differences_block2_minus_block1	reference	submodule	nucleotide_nad_nitrogen	PYRIMIDINE_DEGRADATION	Pyrimidine degradation	Figure_9	-0.2123780947591348	standardized_module_score_beta	0.4623290080469333	0.976160740531215	False	negative			False	Treatment-by-block interaction; recurrence/adaptation hypothesis only, not a simple pathogen main effect.
GSE186800	GSE186800_INTERACTION_RECURRENCE	bladder_exposure_recurrence_model	independent_mouse_bulk	difference_in_differences_block2_minus_block1	reference	submodule	nucleotide_nad_nitrogen	NAD_METABOLISM	NAD metabolism	Figure_9	0.0615779787029892	standardized_module_score_beta	0.8595956670940644	0.976160740531215	False	positive			False	Treatment-by-block interaction; recurrence/adaptation hypothesis only, not a simple pathogen main effect.
GSE186800	GSE186800_INTERACTION_RECURRENCE	bladder_exposure_recurrence_model	independent_mouse_bulk	difference_in_differences_block2_minus_block1	reference	submodule	nucleotide_nad_nitrogen	UREA_CYCLE	Urea cycle	Figure_9	-0.1479978552651062	standardized_module_score_beta	0.707606341318221	0.976160740531215	False	negative			False	Treatment-by-block interaction; recurrence/adaptation hypothesis only, not a simple pathogen main effect.
GSE186800	GSE186800_INTERACTION_RECURRENCE	bladder_exposure_recurrence_model	independent_mouse_bulk	difference_in_differences_block2_minus_block1	reference	submodule	nucleotide_nad_nitrogen	NITRIC_OXIDE_SYNTHESIS_REGULATION	Nitric-oxide synthesis and regulation	Figure_9	-0.0744376947676588	standardized_module_score_beta	0.8046934012928255	0.976160740531215	False	negative			False	Treatment-by-block interaction; recurrence/adaptation hypothesis only, not a simple pathogen main effect.
GSE186800	GSE186800_INTERACTION_RECURRENCE	bladder_exposure_recurrence_model	independent_mouse_bulk	difference_in_differences_block2_minus_block1	reference	submodule	nucleotide_nad_nitrogen	XANTHINE_OXIDASE_OXIDATIVE_PURINE_CATABOLISM	Xanthine oxidase and oxidative purine catabolism	Figure_9	0.0590745783620232	standardized_module_score_beta	0.8147936304773096	0.976160740531215	False	positive			False	Treatment-by-block interaction; recurrence/adaptation hypothesis only, not a simple pathogen main effect.
GSE186800	GSE186800_INTERACTION_RECURRENCE	bladder_exposure_recurrence_model	independent_mouse_bulk	difference_in_differences_block2_minus_block1	reference	submodule	complement_architecture	COMPLEMENT_CLASSICAL	Classical complement pathway	Figure_10	0.6496155303874109	standardized_module_score_beta	0.2084065371139371	0.976160740531215	False	positive			False	Treatment-by-block interaction; recurrence/adaptation hypothesis only, not a simple pathogen main effect.
GSE186800	GSE186800_INTERACTION_RECURRENCE	bladder_exposure_recurrence_model	independent_mouse_bulk	difference_in_differences_block2_minus_block1	reference	submodule	complement_architecture	COMPLEMENT_LECTIN	Lectin complement pathway	Figure_10	-0.1821154810475312	standardized_module_score_beta	0.7041896162612089	0.976160740531215	False	negative			False	Treatment-by-block interaction; recurrence/adaptation hypothesis only, not a simple pathogen main effect.
GSE186800	GSE186800_INTERACTION_RECURRENCE	bladder_exposure_recurrence_model	independent_mouse_bulk	difference_in_differences_block2_minus_block1	reference	submodule	complement_architecture	COMPLEMENT_C3_CONVERTASE_AMPLIFICATION	C3 convertase and amplification	Figure_10	0.6655675756917646	standardized_module_score_beta	0.203890312233998	0.976160740531215	False	positive			False	Treatment-by-block interaction; recurrence/adaptation hypothesis only, not a simple pathogen main effect.
GSE186800	GSE186800_INTERACTION_RECURRENCE	bladder_exposure_recurrence_model	independent_mouse_bulk	difference_in_differences_block2_minus_block1	reference	submodule	complement_architecture	COMPLEMENT_TERMINAL_MAC	Terminal complement and membrane-attack complex	Figure_10	0.0920269128184191	standardized_module_score_beta	0.83872943198385	0.976160740531215	False	positive			False	Treatment-by-block interaction; recurrence/adaptation hypothesis only, not a simple pathogen main effect.
GSE186800	GSE186800_INTERACTION_RECURRENCE	bladder_exposure_recurrence_model	independent_mouse_bulk	difference_in_differences_block2_minus_block1	reference	submodule	complement_architecture	COMPLEMENT_REGULATORS	Complement regulators	Figure_10	-0.3193529720148349	standardized_module_score_beta	0.4419329886804252	0.976160740531215	False	negative			False	Treatment-by-block interaction; recurrence/adaptation hypothesis only, not a simple pathogen main effect.
GSE186800	GSE186800_INTERACTION_RECURRENCE	bladder_exposure_recurrence_model	independent_mouse_bulk	difference_in_differences_block2_minus_block1	reference	submodule	complement_architecture	COMPLEMENT_COAGULATION_CROSSTALK	Complement-coagulation crosstalk	Figure_10	-0.3203907574957904	standardized_module_score_beta	0.526618418178352	0.976160740531215	False	negative			False	Treatment-by-block interaction; recurrence/adaptation hypothesis only, not a simple pathogen main effect.
GSE186800	GSE186800_INTERACTION_RECURRENCE	bladder_exposure_recurrence_model	independent_mouse_bulk	difference_in_differences_block2_minus_block1	reference	submodule	complement_architecture	COMPLEMENT_OPSONOPHAGOCYTOSIS	Complement-opsonophagocytosis	Figure_10	0.6129536943214446	standardized_module_score_beta	0.1863911891210444	0.976160740531215	False	positive			False	Treatment-by-block interaction; recurrence/adaptation hypothesis only, not a simple pathogen main effect.
GSE186800	GSE186800_INTERACTION_RECURRENCE	bladder_exposure_recurrence_model	independent_mouse_bulk	difference_in_differences_block2_minus_block1	reference	submodule	complement_architecture	COMPLEMENT_C3A_C5A_SIGNALING	C3a and C5a inflammatory signaling	Figure_10	0.5011708508321366	standardized_module_score_beta	0.1564854439909807	0.976160740531215	False	positive			False	Treatment-by-block interaction; recurrence/adaptation hypothesis only, not a simple pathogen main effect.
GSE186800	GSE186800_INTERACTION_RECURRENCE	bladder_exposure_recurrence_model	independent_mouse_bulk	difference_in_differences_block2_minus_block1	reference	submodule	immune_context_anchors	TLR4_LPS_SIGNALING_ANCHOR	TLR4-LPS signaling anchor	Integrated_network	-0.2128078830324387	standardized_module_score_beta	0.5394951365839218	0.976160740531215	False	negative			False	Treatment-by-block interaction; recurrence/adaptation hypothesis only, not a simple pathogen main effect.
GSE186800	GSE186800_INTERACTION_RECURRENCE	bladder_exposure_recurrence_model	independent_mouse_bulk	difference_in_differences_block2_minus_block1	reference	submodule	immune_context_anchors	NFKB_MAPK_INFLAMMATION_ANCHOR	NF-kB and MAPK inflammation anchor	Integrated_network	-0.0199236637496129	standardized_module_score_beta	0.9520580061971108	0.976160740531215	False	negative			False	Treatment-by-block interaction; recurrence/adaptation hypothesis only, not a simple pathogen main effect.
GSE186800	GSE186800_INTERACTION_RECURRENCE	bladder_exposure_recurrence_model	independent_mouse_bulk	difference_in_differences_block2_minus_block1	reference	submodule	immune_context_anchors	NEUTROPHIL_NETOSIS_ANCHOR	Neutrophil and NETosis anchor	Integrated_network	-0.1280216556457353	standardized_module_score_beta	0.7325173534636558	0.976160740531215	False	negative			False	Treatment-by-block interaction; recurrence/adaptation hypothesis only, not a simple pathogen main effect.
GSE186800	GSE186800_INTERACTION_RECURRENCE	bladder_exposure_recurrence_model	independent_mouse_bulk	difference_in_differences_block2_minus_block1	reference	submodule	immune_context_anchors	OXIDATIVE_STRESS_NRF2_ANCHOR	Oxidative stress and NRF2 anchor	Integrated_network	-0.2110060752791704	standardized_module_score_beta	0.3889774638056603	0.976160740531215	False	negative			False	Treatment-by-block interaction; recurrence/adaptation hypothesis only, not a simple pathogen main effect.
GSE186800	GSE186800_INTERACTION_RECURRENCE	bladder_exposure_recurrence_model	independent_mouse_bulk	difference_in_differences_block2_minus_block1	reference	submodule	immune_context_anchors	UROTHELIAL_BARRIER_REPAIR_ANCHOR	Urothelial barrier and repair anchor	Integrated_network	-0.2998192827935179	standardized_module_score_beta	0.5067709372649364	0.976160740531215	False	negative			False	Treatment-by-block interaction; recurrence/adaptation hypothesis only, not a simple pathogen main effect.
GSE186800	GSE186800_INTERACTION_RECURRENCE	bladder_exposure_recurrence_model	independent_mouse_bulk	difference_in_differences_block2_minus_block1	reference	submodule	immune_context_anchors	PREGNANCY_INFLAMMATION_ANCHOR	Pregnancy-associated inflammation anchor	Integrated_network	0.1652829417403631	standardized_module_score_beta	0.6166766786916521	0.976160740531215	False	positive			False	Treatment-by-block interaction; recurrence/adaptation hypothesis only, not a simple pathogen main effect.
GSE186800	GSE186800_INTERACTION_RECURRENCE	bladder_exposure_recurrence_model	independent_mouse_bulk	difference_in_differences_block2_minus_block1	reference	composite_index	composite_index	STEROID_INFLAMMATORY_IMBALANCE_INDEX	Steroid Inflammatory Imbalance Index	Integrated_network	0.112642250030728	standardized_module_score_beta	0.586638950993981	0.976160740531215	False	positive			False	Treatment-by-block interaction; recurrence/adaptation hypothesis only, not a simple pathogen main effect.
GSE186800	GSE186800_INTERACTION_RECURRENCE	bladder_exposure_recurrence_model	independent_mouse_bulk	difference_in_differences_block2_minus_block1	reference	composite_index	composite_index	INFLAMMATORY_CARBON_USE_INDEX	Inflammatory Carbon Use Index	Integrated_network	0.0378730409733605	standardized_module_score_beta	0.8862370608114896	0.976160740531215	False	positive			False	Treatment-by-block interaction; recurrence/adaptation hypothesis only, not a simple pathogen main effect.
GSE186800	GSE186800_INTERACTION_RECURRENCE	bladder_exposure_recurrence_model	independent_mouse_bulk	difference_in_differences_block2_minus_block1	reference	composite_index	composite_index	COMPLEMENT_INFLAMMATORY_AMPLIFICATION_INDEX	Complement Inflammatory Amplification Index	Integrated_network	0.469242459036662	standardized_module_score_beta	0.0703756796490469	0.976160740531215	False	positive			False	Treatment-by-block interaction; recurrence/adaptation hypothesis only, not a simple pathogen main effect.
GSE186800	GSE186800_INTERACTION_RECURRENCE	bladder_exposure_recurrence_model	independent_mouse_bulk	difference_in_differences_block2_minus_block1	reference	composite_index	composite_index	PREGNANCY_RISK_ENDOCRINE_METABOLIC_INFLAMMATION_INDEX	Pregnancy Risk Endocrine Metabolic Inflammation Index	Integrated_network	0.402062035786122	standardized_module_score_beta	0.1081986732889709	0.976160740531215	False	positive			False	Treatment-by-block interaction; recurrence/adaptation hypothesis only, not a simple pathogen main effect.
GSE186800	GSE186800_INTERACTION_RECURRENCE	bladder_exposure_recurrence_model	independent_mouse_bulk	difference_in_differences_block2_minus_block1	reference	submodule	complement_architecture	COMPLEMENT_ALTERNATIVE	Alternative complement pathway	Figure_10	-0.0191139959659545	standardized_module_score_beta	0.9673192587315258	0.97941074946567	False	negative			False	Treatment-by-block interaction; recurrence/adaptation hypothesis only, not a simple pathogen main effect.
GSE186800	GSE186800_BLOCK_MAIN_PBS	bladder_exposure_recurrence_model	independent_mouse_bulk	PBS_block2_vs_block1	reference	submodule	amino_acid_metabolism	TRYPTOPHAN_KYNURENINE	Tryptophan-kynurenine metabolism	Figure_9	0.0268643953193893	standardized_module_score_beta	0.9340967247868528	0.9826212299705854	False	positive			False	Exposure-stage or experimental-block difference among PBS controls; not a Gardnerella treatment effect.
GSE186800	GSE186800_BLOCK_MAIN_PBS	bladder_exposure_recurrence_model	independent_mouse_bulk	PBS_block2_vs_block1	reference	submodule	carbohydrate_inflammatory_carbon	GLYCOGENOLYSIS	Glycogenolysis	Figure_8	0.0250194284673557	standardized_module_score_beta	0.9517945197371028	0.9884020012654527	False	positive			False	Exposure-stage or experimental-block difference among PBS controls; not a Gardnerella treatment effect.
GSE186800	GSE186800_BLOCK_MAIN_PBS	bladder_exposure_recurrence_model	independent_mouse_bulk	PBS_block2_vs_block1	reference	submodule	lipid_metabolism	FATTY_ACID_BETA_OXIDATION	Fatty-acid beta-oxidation	Figure_7	0.0104217579278261	standardized_module_score_beta	0.9645450837717118	0.9889639466520084	False	positive			False	Exposure-stage or experimental-block difference among PBS controls; not a Gardnerella treatment effect.
GSE186800	GSE186800_BLOCK_MAIN_PBS	bladder_exposure_recurrence_model	independent_mouse_bulk	PBS_block2_vs_block1	reference	submodule	steroid_cholesterol_endocrine	ESTROGEN_RECEPTOR_RESPONSE	Estrogen receptor response	Figure_7	0.0107567113149108	standardized_module_score_beta	0.9784802414166218	0.9907112444343296	False	positive			False	Exposure-stage or experimental-block difference among PBS controls; not a Gardnerella treatment effect.
GSE186800	GSE186800_INTERACTION_RECURRENCE	bladder_exposure_recurrence_model	independent_mouse_bulk	difference_in_differences_block2_minus_block1	reference	submodule	amino_acid_metabolism	GLUTAMINE_GLUTAMATE	Glutamine and glutamate metabolism	Figure_9	0.0044193149937892	standardized_module_score_beta	0.9916500612370568	0.9916500612370568	False	positive			False	Treatment-by-block interaction; recurrence/adaptation hypothesis only, not a simple pathogen main effect.
GSE186800	GSE186800_BLOCK_MAIN_PBS	bladder_exposure_recurrence_model	independent_mouse_bulk	PBS_block2_vs_block1	reference	submodule	lipid_metabolism	LIPID_DROPLET_DYNAMICS	Lipid-droplet dynamics	Figure_7	0.0010041692923969	standardized_module_score_beta	0.9970137964244694	0.9970137964244694	False	positive			False	Exposure-stage or experimental-block difference among PBS controls; not a Gardnerella treatment effect.
